OBJECTID,LOCNUM,SALESVOL,X,Y
70,837934322,1506,-122.95719999999996,45.50730000000003
71,418792651,43054,-122.86489999999998,45.53900000000003
72,428080087,32291,-122.68139999999997,45.5202000000001
73,425508168,32291,-122.68359999999996,45.61250000000009
74,263944894,37205,-122.66929999999994,45.68570000000006
75,804228567,37205,-122.89939999999996,46.142800000000136
76,503008237,36596,-122.57059999999996,45.43180000000007
77,637497629,43054,-122.56199999999993,45.51810000000011
78,715094876,32291,-122.56469999999995,45.576600000000084
79,214403024,12916,-122.44359999999995,45.53360000000004
80,803953587,42166,-122.59450000000001,45.650500000000086
81,689883569,37205,-122.50579999999997,45.61670000000007
82,404070037,37205,-122.93789999999993,47.047000000000054
83,805160603,992,-122.8337999999999,47.041900000000055
84,713350718,39686,-122.69419999999997,47.65800000000012
85,804522274,44647,-122.51099999999997,47.165100000000066
86,230024945,48367,-122.48029999999993,47.23730000000005
87,682665617,37205,-122.29149999999997,47.11340000000012
