OBJECTID,LOCNUM,SALESVOL,SHAPE
1084,404479386,30586,"{""y"": 38.7843000000001, ""x"": -89.95109999999993}"
1085,449040260,27187,"{""y"": 37.74510000000011, ""x"": -88.98069999999993}"
1086,402304085,31029,"{""y"": 38.01540000000008, ""x"": -87.57619999999994}"
1087,404474284,33984,"{""y"": 39.74970000000012, ""x"": -89.71000000000001}"
1088,417583762,22656,"{""y"": 40.97580000000002, ""x"": -90.38729999999998}"
1089,425284604,33984,"{""y"": 40.671000000000085, ""x"": -89.58479999999993}"
1090,404463610,39195,"{""y"": 40.74830000000007, ""x"": -89.63459999999995}"
1091,404476304,22656,"{""y"": 39.890100000000054, ""x"": -88.95819999999996}"
1092,404465399,33984,"{""y"": 40.141600000000054, ""x"": -88.25559999999996}"
1093,404465400,36250,"{""y"": 40.5052000000001, ""x"": -88.95329999999994}"
1094,499264257,1359,"{""y"": 41.36320000000012, ""x"": -89.12899999999995}"
1095,404462092,35117,"{""y"": 41.174800000000054, ""x"": -87.85139999999996}"
1096,404462074,38186,"{""y"": 41.56100000000003, ""x"": -93.7791999999999}"
1097,404465372,31014,"{""y"": 41.59930000000006, ""x"": -93.7531999999999}"
1098,584594170,38767,"{""y"": 41.64680000000011, ""x"": -93.76759999999997}"
1099,460980527,38767,"{""y"": 41.52620000000007, ""x"": -93.6011}"
1100,404472155,53305,"{""y"": 41.62940000000005, ""x"": -93.69949999999997}"
1101,404476267,26168,"{""y"": 41.642000000000024, ""x"": -93.5042999999999}"
1102,404463590,39543,"{""y"": 41.70940000000011, ""x"": -93.57879999999994}"
1103,404476262,42644,"{""y"": 42.01930000000006, ""x"": -93.61019999999994}"
1104,404476266,38767,"{""y"": 42.50630000000014, ""x"": -94.15699999999998}"
1105,404476264,36829,"{""y"": 43.1498000000001, ""x"": -93.25239999999995}"
1106,404463588,29075,"{""y"": 41.69090000000006, ""x"": -91.60839999999992}"
1107,404465363,48459,"{""y"": 41.94400000000004, ""x"": -91.71749999999994}"
1108,404460114,58151,"{""y"": 42.036700000000096, ""x"": -91.65109999999997}"
1109,402303980,29075,"{""y"": 42.48160000000009, ""x"": -92.44429999999996}"
1110,225510445,38767,"{""y"": 42.465800000000094, ""x"": -92.32599999999995}"
1111,431088681,54942,"{""y"": 44.17290000000004, ""x"": -93.95459999999997}"
1112,974953572,22383,"{""y"": 44.08660000000007, ""x"": -93.24839999999993}"
1113,677365165,30523,"{""y"": 44.84100000000003, ""x"": -93.77279999999993}"
1114,491443560,81395,"{""y"": 44.828500000000055, ""x"": -93.60219999999997}"
1115,404478052,30523,"{""y"": 44.86150000000003, ""x"": -93.54309999999998}"
1116,424029795,30523,"{""y"": 44.91620000000006, ""x"": -93.50329999999998}"
1117,404459524,12209,"{""y"": 45.16510000000007, ""x"": -93.85819999999991}"
1118,644200842,27471,"{""y"": 45.045500000000104, ""x"": -93.52879999999998}"
1119,438040364,30523,"{""y"": 45.19950000000004, ""x"": -93.5553}"
1120,404472294,30523,"{""y"": 44.43380000000008, ""x"": -93.18599999999999}"
1121,404470035,30523,"{""y"": 44.68380000000015, ""x"": -93.2913}"
1122,404474392,813,"{""y"": 44.77630000000003, ""x"": -93.50139999999999}"
1123,404467719,40697,"{""y"": 44.742900000000084, ""x"": -93.37969999999996}"
1124,404463665,61046,"{""y"": 44.74870000000007, ""x"": -93.28959999999992}"
1125,533286266,52907,"{""y"": 44.72960000000005, ""x"": -93.21469999999997}"
1126,404467731,50872,"{""y"": 44.79130000000007, ""x"": -93.20599999999992}"
1127,404465463,30523,"{""y"": 44.726400000000126, ""x"": -93.17679999999993}"
1128,637554668,30523,"{""y"": 44.737100000000034, ""x"": -92.88859999999995}"
1129,404463666,61046,"{""y"": 44.854400000000076, ""x"": -93.42949999999993}"
1130,006404354,61046,"{""y"": 44.85990000000001, ""x"": -93.31139999999995}"
1131,850865908,76308,"{""y"": 44.87530000000012, ""x"": -93.32339999999992}"
1132,404467712,54942,"{""y"": 44.969800000000035, ""x"": -93.44699999999995}"
1133,404467711,61250,"{""y"": 45.0312000000001, ""x"": -93.45069999999996}"
1134,006201016,44767,"{""y"": 44.93710000000007, ""x"": -93.39119999999993}"
1135,404467728,37645,"{""y"": 44.93770000000006, ""x"": -93.34569999999994}"
1136,653372243,71221,"{""y"": 44.88630000000005, ""x"": -93.25039999999997}"
1137,439308889,30523,"{""y"": 44.91780000000007, ""x"": -93.18839999999994}"
1138,422388172,30523,"{""y"": 44.83740000000009, ""x"": -93.08769999999998}"
1139,006200984,76308,"{""y"": 44.89300000000007, ""x"": -93.07869999999997}"
1140,404476396,45785,"{""y"": 44.9485000000001, ""x"": -93.2358}"
1141,590049680,78343,"{""y"": 44.974900000000034, ""x"": -93.27399999999996}"
1142,436689303,30523,"{""y"": 44.98190000000003, ""x"": -93.23589999999992}"
1143,147904379,50872,"{""y"": 45.004100000000044, ""x"": -93.22839999999997}"
1144,404462130,61046,"{""y"": 44.954700000000045, ""x"": -93.15549999999992}"
1145,404463661,30523,"{""y"": 45.00630000000006, ""x"": -93.16339999999998}"
1146,206758864,40697,"{""y"": 45.13600000000006, ""x"": -93.47509999999991}"
1147,404465468,30523,"{""y"": 45.05240000000008, ""x"": -93.36459999999991}"
1148,404465471,20552,"{""y"": 45.091100000000026, ""x"": -93.37789999999994}"
1149,404460146,36628,"{""y"": 45.06560000000007, ""x"": -93.30729999999996}"
1150,404458844,30523,"{""y"": 45.172500000000056, ""x"": -93.38869999999997}"
1151,904313996,61046,"{""y"": 45.19490000000005, ""x"": -93.34970000000001}"
1152,404459523,1831,"{""y"": 45.21770000000006, ""x"": -93.31639999999994}"
1153,637274440,30523,"{""y"": 45.06600000000001, ""x"": -93.25109999999995}"
1154,713650423,30523,"{""y"": 45.0382000000001, ""x"": -93.20739999999996}"
1155,404460950,61046,"{""y"": 45.126900000000106, ""x"": -93.26839999999994}"
1156,404463662,20348,"{""y"": 45.05640000000005, ""x"": -93.14499999999997}"
1157,404470033,30523,"{""y"": 45.16560000000001, ""x"": -93.2327}"
1158,404478050,61046,"{""y"": 45.18420000000002, ""x"": -93.10499999999992}"
1159,404459147,26453,"{""y"": 44.815200000000104, ""x"": -92.9308}"
1160,404470041,30523,"{""y"": 44.949900000000056, ""x"": -93.02849999999991}"
1161,404470039,81395,"{""y"": 45.01160000000006, ""x"": -93.00730000000001}"
1162,404115010,30523,"{""y"": 44.94150000000008, ""x"": -92.91339999999997}"
1163,404462131,61046,"{""y"": 44.92680000000004, ""x"": -92.95969999999993}"
1164,404476402,30523,"{""y"": 44.996000000000066, ""x"": -92.94569999999996}"
1165,404476638,39523,"{""y"": 44.965100000000106, ""x"": -92.72459999999994}"
1166,404465469,30523,"{""y"": 45.050400000000046, ""x"": -93.06119999999996}"
1167,404476398,40697,"{""y"": 45.03740000000011, ""x"": -92.8389}"
1168,404470042,40697,"{""y"": 43.95410000000003, ""x"": -92.46459999999996}"
1169,404460947,81395,"{""y"": 44.06300000000006, ""x"": -92.50359999999995}"
1170,404474395,26453,"{""y"": 44.03190000000011, ""x"": -91.62079999999996}"
1171,404467958,29642,"{""y"": 43.87360000000011, ""x"": -91.19329999999997}"
1172,404476404,2034,"{""y"": 44.569000000000116, ""x"": -92.58469999999993}"
1173,404465660,49404,"{""y"": 44.78080000000003, ""x"": -91.43339999999995}"
1174,404467638,22656,"{""y"": 41.46950000000005, ""x"": -90.52459999999996}"
1175,404474246,1550,"{""y"": 41.57270000000005, ""x"": -90.52659999999999}"
1176,008815490,33921,"{""y"": 42.49060000000007, ""x"": -90.72239999999992}"
1177,404478285,19564,"{""y"": 43.01410000000009, ""x"": -89.48249999999993}"
1178,404474648,59285,"{""y"": 43.062200000000104, ""x"": -89.52499999999996}"
1179,404011402,29642,"{""y"": 43.074700000000135, ""x"": -89.45539999999994}"
1180,404479543,35571,"{""y"": 43.11950000000008, ""x"": -89.3067}"
1181,404474658,27666,"{""y"": 43.17060000000004, ""x"": -89.26799999999996}"
1182,404474288,679,"{""y"": 41.6626000000001, ""x"": -88.46469999999994}"
1183,666340047,22656,"{""y"": 41.79870000000003, ""x"": -88.36379999999997}"
1184,404472176,33984,"{""y"": 42.367200000000096, ""x"": -89.02779999999993}"
1185,404474263,56641,"{""y"": 42.26820000000002, ""x"": -88.98679999999996}"
1186,204573596,33984,"{""y"": 41.95550000000004, ""x"": -88.72529999999992}"
1187,404462094,1359,"{""y"": 41.542400000000114, ""x"": -88.19959999999999}"
1188,890714496,33984,"{""y"": 41.57670000000014, ""x"": -88.15409999999999}"
1189,428068201,33984,"{""y"": 41.64980000000005, ""x"": -88.20549999999993}"
1190,652232067,24922,"{""y"": 41.64000000000012, ""x"": -88.12299999999998}"
1191,573027935,18125,"{""y"": 41.64290000000003, ""x"": -88.00159999999993}"
1192,404467642,33984,"{""y"": 41.697600000000094, ""x"": -88.31959999999997}"
1193,404463599,45313,"{""y"": 41.770300000000155, ""x"": -88.20469999999996}"
1194,404476289,67969,"{""y"": 41.801700000000025, ""x"": -88.16869999999994}"
1195,404472181,56641,"{""y"": 41.8522000000001, ""x"": -88.34199999999994}"
1196,404476296,54375,"{""y"": 41.9211000000001, ""x"": -88.26339999999998}"
1197,404467641,43047,"{""y"": 41.7047000000001, ""x"": -88.12179999999992}"
1198,404472159,33984,"{""y"": 41.75000000000004, ""x"": -87.94319999999998}"
1199,404479385,4531,"{""y"": 41.77230000000009, ""x"": -88.03879999999994}"
1200,404463611,33984,"{""y"": 41.858400000000124, ""x"": -88.14259999999997}"
1201,404465383,46899,"{""y"": 41.937400000000075, ""x"": -88.10009999999993}"
1202,425508203,41914,"{""y"": 41.84440000000007, ""x"": -88.00319999999991}"
1203,404476302,33984,"{""y"": 41.90570000000002, ""x"": -87.97719999999997}"
1204,404467635,45313,"{""y"": 41.50720000000006, ""x"": -87.92109999999995}"
1205,404467646,27187,"{""y"": 41.50060000000012, ""x"": -87.73309999999995}"
1206,404477943,33984,"{""y"": 41.54390000000004, ""x"": -87.79669999999997}"
1207,404472160,62305,"{""y"": 41.60320000000005, ""x"": -87.84799999999993}"
1208,713262461,33984,"{""y"": 41.605000000000146, ""x"": -87.8207}"
1209,404474287,43047,"{""y"": 41.65590000000005, ""x"": -87.74299999999991}"
1210,667144406,33984,"{""y"": 41.56930000000007, ""x"": -87.63629999999993}"
1211,404460912,33984,"{""y"": 41.67860000000014, ""x"": -87.66269999999999}"
1212,404476294,45313,"{""y"": 41.78180000000004, ""x"": -87.86079999999995}"
1213,404476276,33984,"{""y"": 41.72040000000006, ""x"": -87.72429999999996}"
1214,404469952,45313,"{""y"": 41.7642000000001, ""x"": -87.74189999999996}"
1215,404469955,45313,"{""y"": 41.81270000000007, ""x"": -87.7238}"
1216,694315946,33984,"{""y"": 41.866700000000044, ""x"": -87.8826999999999}"
1217,404459509,67969,"{""y"": 41.85420000000002, ""x"": -87.84949999999996}"
1218,404474282,45313,"{""y"": 41.90810000000012, ""x"": -87.8443}"
1219,404469947,36250,"{""y"": 41.83960000000012, ""x"": -87.74189999999996}"
1220,404465384,33984,"{""y"": 41.93090000000007, ""x"": -87.78869999999995}"
1221,218405009,33984,"{""y"": 41.73910000000011, ""x"": -87.60489999999999}"
1222,404476275,33984,"{""y"": 41.83450000000006, ""x"": -87.67439999999989}"
1223,425481485,33984,"{""y"": 41.87760000000009, ""x"": -87.6548999999999}"
1224,404474260,79298,"{""y"": 41.8692000000001, ""x"": -87.63049999999994}"
1225,404469928,113283,"{""y"": 41.929400000000015, ""x"": -87.68529999999997}"
1226,700110074,33984,"{""y"": 41.90380000000012, ""x"": -87.6432}"
1227,422149711,33984,"{""y"": 41.88190000000004, ""x"": -87.62749999999991}"
1228,439621618,33984,"{""y"": 41.89070000000006, ""x"": -87.61719999999998}"
1229,404476299,45313,"{""y"": 41.975200000000086, ""x"": -88.34069999999994}"
1230,150058410,33984,"{""y"": 42.02580000000013, ""x"": -88.34169999999995}"
1231,404476298,45313,"{""y"": 42.01730000000004, ""x"": -88.20109999999993}"
1232,404472179,45539,"{""y"": 42.16300000000005, ""x"": -88.33549999999998}"
1233,627426976,33984,"{""y"": 42.07350000000009, ""x"": -88.18989999999998}"
1234,627436389,56641,"{""y"": 42.024700000000124, ""x"": -88.14489999999994}"
1235,404469948,45313,"{""y"": 42.039400000000114, ""x"": -88.04839999999996}"
1236,404463616,33984,"{""y"": 41.965600000000045, ""x"": -87.99239999999995}"
1237,404476300,35117,"{""y"": 42.0999000000001, ""x"": -87.96139999999997}"
1238,404474290,36250,"{""y"": 42.13920000000008, ""x"": -88.02719999999995}"
1239,213106537,31719,"{""y"": 42.15350000000007, ""x"": -87.95149999999997}"
1240,404467643,33984,"{""y"": 42.22620000000007, ""x"": -88.30429999999996}"
1241,404477961,33984,"{""y"": 42.18680000000005, ""x"": -88.10429999999997}"
1242,404467636,33984,"{""y"": 42.28410000000013, ""x"": -88.04439999999995}"
1243,404469931,67969,"{""y"": 42.23900000000001, ""x"": -87.95699999999992}"
1244,404476290,48711,"{""y"": 42.38340000000006, ""x"": -87.96579999999992}"
1245,412707032,33984,"{""y"": 42.00740000000009, ""x"": -87.88509999999992}"
1246,404469956,33984,"{""y"": 42.049900000000015, ""x"": -87.83979999999995}"
1247,404469946,33984,"{""y"": 41.95390000000004, ""x"": -87.80729999999993}"
1248,404472175,49844,"{""y"": 42.012000000000114, ""x"": -87.78089999999995}"
1249,404476292,33984,"{""y"": 42.105500000000056, ""x"": -87.81299999999999}"
1250,404469929,33984,"{""y"": 41.94660000000006, ""x"": -87.70189999999998}"
1251,404465382,2039,"{""y"": 41.99100000000006, ""x"": -87.68219999999998}"
1252,402797636,33984,"{""y"": 41.96320000000001, ""x"": -87.65609999999998}"
1253,404476274,2265,"{""y"": 42.01930000000006, ""x"": -87.70459999999994}"
1254,713260068,33984,"{""y"": 42.05390000000012, ""x"": -87.67719999999996}"
1255,712131996,33984,"{""y"": 42.27980000000008, ""x"": -87.88259999999993}"
1256,404462093,50750,"{""y"": 42.19080000000005, ""x"": -87.82659999999996}"
1257,944025014,39649,"{""y"": 42.40770000000008, ""x"": -87.85639999999995}"
1258,470418435,39523,"{""y"": 42.7225000000001, ""x"": -88.99869999999997}"
1259,652009879,1976,"{""y"": 42.598400000000005, ""x"": -88.41509999999994}"
1260,404467959,29642,"{""y"": 43.05080000000006, ""x"": -88.37669999999996}"
1261,404462233,29642,"{""y"": 42.90360000000006, ""x"": -88.03779999999998}"
1262,404479544,29642,"{""y"": 42.564400000000035, ""x"": -87.92799999999995}"
1263,404474661,27666,"{""y"": 42.69850000000013, ""x"": -87.84329999999994}"
1264,404470240,39523,"{""y"": 42.88130000000007, ""x"": -87.91259999999996}"
1265,698297066,29642,"{""y"": 42.98970000000004, ""x"": -88.2589}"
1266,404476643,39523,"{""y"": 43.034200000000055, ""x"": -88.17749999999995}"
1267,404467956,29642,"{""y"": 42.958000000000105, ""x"": -88.1076}"
1268,404474649,35571,"{""y"": 42.99660000000012, ""x"": -88.04549999999992}"
1269,404476644,29642,"{""y"": 42.95740000000008, ""x"": -87.94889999999998}"
1270,404463784,39523,"{""y"": 43.01540000000007, ""x"": -87.96959999999991}"
1271,421688690,29642,"{""y"": 43.036200000000036, ""x"": -88.07049999999994}"
1272,009758152,39523,"{""y"": 43.08790000000007, ""x"": -88.06429999999992}"
1273,404467955,32606,"{""y"": 43.18970000000008, ""x"": -88.12949999999995}"
1274,009758194,39523,"{""y"": 43.17770000000013, ""x"": -88.01559999999994}"
1275,404472494,35571,"{""y"": 42.99170000000002, ""x"": -87.90829999999993}"
1276,404459172,59285,"{""y"": 43.31910000000006, ""x"": -87.92509999999996}"
1277,462082868,22726,"{""y"": 44.68450000000013, ""x"": -90.16329999999991}"
1278,457730752,23911,"{""y"": 44.52450000000005, ""x"": -89.523}"
1279,713263598,29642,"{""y"": 44.906700000000086, ""x"": -89.59169999999993}"
1280,404459546,23121,"{""y"": 43.79060000000008, ""x"": -88.48489999999998}"
1281,404470242,29642,"{""y"": 44.001500000000135, ""x"": -88.58189999999998}"
1282,425508160,39523,"{""y"": 44.27280000000005, ""x"": -88.46869999999996}"
1283,267143113,29642,"{""y"": 43.716100000000104, ""x"": -87.76639999999995}"
1284,404463786,29642,"{""y"": 44.24590000000007, ""x"": -88.35729999999995}"
1285,404474657,37547,"{""y"": 44.49050000000009, ""x"": -88.07079999999996}"
1286,404470241,29642,"{""y"": 44.465600000000066, ""x"": -87.9858}"
1287,985726280,20540,"{""y"": 37.71710000000013, ""x"": -87.12279999999998}"
1288,402304086,51716,"{""y"": 37.97570000000013, ""x"": -87.47159999999997}"
1289,945286474,22594,"{""y"": 37.72860000000008, ""x"": -85.88029999999993}"
1290,008815565,26702,"{""y"": 38.125300000000074, ""x"": -85.85459999999993}"
1291,003401817,33098,"{""y"": 38.30550000000008, ""x"": -85.84200000000001}"
1292,404477963,47578,"{""y"": 39.16420000000002, ""x"": -86.49469999999997}"
1293,404467660,31029,"{""y"": 39.218700000000126, ""x"": -85.88459999999996}"
1294,008815557,20540,"{""y"": 38.14540000000012, ""x"": -85.67359999999994}"
1295,233415009,30810,"{""y"": 38.198600000000035, ""x"": -85.67069999999994}"
1296,008815573,51351,"{""y"": 38.21570000000006, ""x"": -85.5948999999999}"
1297,400805494,30810,"{""y"": 38.25850000000001, ""x"": -85.64259999999996}"
1298,396147985,31029,"{""y"": 38.32620000000005, ""x"": -85.76449999999996}"
1299,837065929,41081,"{""y"": 38.29690000000013, ""x"": -85.55489999999999}"
1300,719405995,30810,"{""y"": 38.24270000000006, ""x"": -85.51069999999999}"
1301,848342218,35945,"{""y"": 37.992900000000056, ""x"": -84.52629999999992}"
1302,591707070,30810,"{""y"": 38.02210000000005, ""x"": -84.41559999999996}"
1303,508273406,36972,"{""y"": 39.019400000000104, ""x"": -84.63349999999994}"
1304,694293911,3082,"{""y"": 39.14490000000011, ""x"": -84.61969999999995}"
1305,248904708,28769,"{""y"": 39.236100000000064, ""x"": -84.59209999999993}"
1306,404160454,30810,"{""y"": 39.09040000000009, ""x"": -84.47659999999993}"
1307,599256500,15412,"{""y"": 39.16220000000005, ""x"": -84.42469999999997}"
1308,962726915,61443,"{""y"": 39.07320000000003, ""x"": -84.31370000000001}"
1309,212144786,32879,"{""y"": 39.16150000000005, ""x"": -84.27579999999993}"
1310,543971790,27742,"{""y"": 39.28790000000011, ""x"": -84.45419999999997}"
1311,404813424,30824,"{""y"": 39.2240000000001, ""x"": -84.39489999999996}"
1312,667478507,28769,"{""y"": 39.29390000000012, ""x"": -84.30369999999994}"
1313,262018096,30824,"{""y"": 39.38770000000008, ""x"": -84.50409999999997}"
1314,236478178,41099,"{""y"": 39.35580000000006, ""x"": -84.36289999999995}"
1315,691956932,30824,"{""y"": 39.37840000000012, ""x"": -84.22179999999994}"
1316,559289814,47992,"{""y"": 40.41770000000004, ""x"": -86.84859999999999}"
1317,006573091,27926,"{""y"": 39.71820000000008, ""x"": -86.35609999999994}"
1318,404462097,31029,"{""y"": 39.76370000000007, ""x"": -86.34269999999998}"
1319,233254275,26892,"{""y"": 39.82160000000007, ""x"": -86.27939999999997}"
1320,404465405,41372,"{""y"": 39.93640000000008, ""x"": -86.23249999999994}"
1321,402317889,41372,"{""y"": 39.603100000000026, ""x"": -86.15719999999999}"
1322,233254325,41372,"{""y"": 39.6676000000001, ""x"": -86.0844999999999}"
1323,402095064,31029,"{""y"": 39.866700000000016, ""x"": -86.11969999999995}"
1324,404473523,26892,"{""y"": 39.914400000000064, ""x"": -86.13749999999997}"
1325,233254291,827,"{""y"": 39.7784000000001, ""x"": -85.98699999999995}"
1326,404465413,38269,"{""y"": 40.007400000000096, ""x"": -86.12819999999995}"
1327,404465404,72402,"{""y"": 39.959300000000034, ""x"": -86.01229999999998}"
1328,404474300,31029,"{""y"": 41.43940000000002, ""x"": -87.46789999999997}"
1329,006410245,12411,"{""y"": 40.476000000000106, ""x"": -86.1079}"
1330,006409403,26892,"{""y"": 40.06000000000008, ""x"": -85.65509999999992}"
1331,717910501,31029,"{""y"": 40.30900000000007, ""x"": -85.50069999999991}"
1332,404476310,1034,"{""y"": 40.2222000000001, ""x"": -85.37999999999995}"
1333,565219581,30824,"{""y"": 39.6332000000001, ""x"": -84.21349999999997}"
1334,251308318,41099,"{""y"": 39.66020000000009, ""x"": -84.10679999999996}"
1335,505609529,30824,"{""y"": 39.8710000000001, ""x"": -84.13399999999997}"
1336,404472203,31029,"{""y"": 41.07620000000001, ""x"": -85.20319999999998}"
1337,637234410,31029,"{""y"": 41.111500000000085, ""x"": -85.13679999999997}"
1338,404469963,31029,"{""y"": 41.1221000000001, ""x"": -85.06349999999999}"
1339,220580351,29237,"{""y"": 38.420200000000065, ""x"": -82.28579999999994}"
1340,571118983,29237,"{""y"": 38.33870000000009, ""x"": -81.71479999999997}"
1341,402304146,26714,"{""y"": 39.76170000000009, ""x"": -84.05109999999992}"
1342,574101960,20549,"{""y"": 39.94140000000006, ""x"": -83.8393}"
1343,653372417,30824,"{""y"": 39.876900000000035, ""x"": -83.03739999999993}"
1344,453442204,30824,"{""y"": 39.955300000000115, ""x"": -83.09989999999993}"
1345,897676425,25687,"{""y"": 39.73070000000012, ""x"": -82.62139999999992}"
1346,396146607,30824,"{""y"": 39.933900000000094, ""x"": -82.79319999999994}"
1347,653372359,30824,"{""y"": 39.9916000000001, ""x"": -83.15189999999994}"
1348,402043909,30824,"{""y"": 40.03850000000012, ""x"": -83.12189999999998}"
1349,943983288,1027,"{""y"": 39.993700000000054, ""x"": -83.02699999999994}"
1350,402039504,30824,"{""y"": 40.06600000000008, ""x"": -83.02069999999995}"
1351,453442758,48291,"{""y"": 40.08970000000007, ""x"": -83.08989999999991}"
1352,437062183,30824,"{""y"": 40.14380000000006, ""x"": -83.08919999999993}"
1353,453442162,34934,"{""y"": 40.056600000000124, ""x"": -82.92049999999998}"
1354,258641372,30824,"{""y"": 39.9715000000001, ""x"": -82.89529999999992}"
1355,546381922,821,"{""y"": 40.13880000000006, ""x"": -82.97859999999996}"
1356,438040360,30824,"{""y"": 39.98800000000002, ""x"": -82.78499999999997}"
1357,630827814,30824,"{""y"": 40.02960000000012, ""x"": -82.45179999999993}"
1358,585173404,20755,"{""y"": 40.78770000000003, ""x"": -82.59389999999995}"
1359,404478149,30824,"{""y"": 41.420500000000075, ""x"": -82.67349999999998}"
1360,653372334,30824,"{""y"": 41.41310000000008, ""x"": -82.24169999999998}"
1361,529214520,28769,"{""y"": 41.38890000000005, ""x"": -82.10849999999994}"
1362,404474518,23632,"{""y"": 41.15470000000005, ""x"": -81.86499999999994}"
1363,396147290,30824,"{""y"": 41.040600000000076, ""x"": -81.69079999999992}"
1364,951918903,18494,"{""y"": 41.12720000000006, ""x"": -81.60489999999997}"
1365,905712766,33496,"{""y"": 41.31400000000018, ""x"": -81.82969999999996}"
1366,396147001,30824,"{""y"": 41.41900000000011, ""x"": -81.89529999999996}"
1367,404478148,104803,"{""y"": 41.37760000000006, ""x"": -81.73609999999998}"
1368,404462176,30824,"{""y"": 41.31280000000003, ""x"": -81.5239999999999}"
1369,653805978,30824,"{""y"": 40.79920000000006, ""x"": -81.49819999999991}"
1370,404465558,26714,"{""y"": 40.8614000000001, ""x"": -81.43159999999993}"
1371,404470136,30824,"{""y"": 40.98390000000005, ""x"": -81.4922999999999}"
1372,404479498,30824,"{""y"": 41.120400000000124, ""x"": -81.47689999999996}"
1373,404479499,32879,"{""y"": 41.156300000000044, ""x"": -81.40989999999995}"
1374,627730872,30824,"{""y"": 41.23750000000007, ""x"": -81.35329999999996}"
1375,404460178,20549,"{""y"": 41.35730000000007, ""x"": -81.38709999999998}"
1376,421701498,30824,"{""y"": 41.21100000000004, ""x"": -80.75269999999995}"
1377,425628364,31029,"{""y"": 41.523800000000065, ""x"": -87.46849999999996}"
1378,404472198,31029,"{""y"": 41.56750000000009, ""x"": -87.50669999999998}"
1379,404474301,24823,"{""y"": 41.47090000000007, ""x"": -87.30329999999998}"
1380,581055589,35166,"{""y"": 41.46670000000005, ""x"": -87.03019999999994}"
1381,404469964,24823,"{""y"": 41.62810000000014, ""x"": -86.22899999999994}"
1382,404476311,413,"{""y"": 41.62200000000009, ""x"": -85.90569999999995}"
1383,404465408,46544,"{""y"": 41.720300000000115, ""x"": -86.17719999999994}"
1384,996049425,40566,"{""y"": 42.08290000000003, ""x"": -86.43279999999997}"
1385,404474375,36509,"{""y"": 42.83140000000002, ""x"": -86.09209999999996}"
1386,404476379,30424,"{""y"": 43.160400000000095, ""x"": -86.20569999999995}"
1387,404463657,33466,"{""y"": 42.2177000000001, ""x"": -85.58939999999996}"
1388,404476375,34481,"{""y"": 42.297900000000006, ""x"": -85.65549999999998}"
1389,853522431,24339,"{""y"": 42.25910000000004, ""x"": -85.18549999999995}"
1390,404470021,40566,"{""y"": 42.26750000000011, ""x"": -84.42949999999995}"
1391,404476377,30424,"{""y"": 42.88450000000009, ""x"": -85.74179999999991}"
1392,404460939,30424,"{""y"": 42.84600000000006, ""x"": -85.61589999999991}"
1393,404460935,40566,"{""y"": 42.86500000000006, ""x"": -85.68599999999996}"
1394,404467703,40566,"{""y"": 43.02210000000008, ""x"": -85.68759999999995}"
1395,404474367,30424,"{""y"": 42.91270000000008, ""x"": -85.5418999999999}"
1396,404465456,30424,"{""y"": 42.66350000000009, ""x"": -84.54359999999997}"
1397,404467705,30424,"{""y"": 42.73860000000006, ""x"": -84.62899999999996}"
1398,404478038,31438,"{""y"": 42.724500000000056, ""x"": -84.41379999999995}"
1399,594146078,19761,"{""y"": 44.82360000000006, ""x"": -87.40339999999999}"
1400,416797181,20283,"{""y"": 43.575400000000116, ""x"": -84.76689999999994}"
1401,404472280,16226,"{""y"": 43.65960000000012, ""x"": -84.24719999999994}"
1402,404465453,36712,"{""y"": 44.72680000000004, ""x"": -85.63599999999998}"
1403,404476538,30824,"{""y"": 41.61450000000014, ""x"": -83.69399999999999}"
1404,404476537,48291,"{""y"": 41.69970000000006, ""x"": -83.65389999999996}"
1405,404474523,30824,"{""y"": 41.54100000000011, ""x"": -83.58089999999994}"
1406,404474524,24659,"{""y"": 41.72080000000004, ""x"": -83.56069999999991}"
1407,404476370,40566,"{""y"": 42.24380000000013, ""x"": -83.76909999999995}"
1408,404470019,50707,"{""y"": 42.23670000000005, ""x"": -83.68019999999999}"
1409,404476373,28396,"{""y"": 42.13690000000007, ""x"": -83.22589999999997}"
1410,404467704,26367,"{""y"": 42.26750000000011, ""x"": -83.50399999999995}"
1411,453441099,40566,"{""y"": 42.3230000000001, ""x"": -83.47149999999992}"
1412,404474374,40566,"{""y"": 42.203800000000086, ""x"": -83.25559999999992}"
1413,404474376,30424,"{""y"": 42.33750000000009, ""x"": -83.39069999999995}"
1414,404470020,30424,"{""y"": 42.36780000000006, ""x"": -83.3343}"
1415,404478035,44622,"{""y"": 42.32810000000007, ""x"": -83.30249999999994}"
1416,671727725,30424,"{""y"": 42.283100000000076, ""x"": -83.20439999999999}"
1417,404478040,50707,"{""y"": 42.32910000000003, ""x"": -83.20119999999994}"
1418,404474370,1419,"{""y"": 42.54500000000006, ""x"": -83.79239999999994}"
1419,396148827,811,"{""y"": 42.63290000000009, ""x"": -83.75899999999999}"
1420,404479426,24339,"{""y"": 42.7874000000001, ""x"": -83.73719999999996}"
1421,404476378,30424,"{""y"": 42.488300000000095, ""x"": -83.53429999999999}"
1422,251142980,40566,"{""y"": 42.43440000000004, ""x"": -83.43079999999996}"
1423,404462124,40566,"{""y"": 42.45050000000009, ""x"": -83.34189999999991}"
1424,404472278,35495,"{""y"": 42.53430000000006, ""x"": -83.43799999999997}"
1425,404465455,20283,"{""y"": 42.51320000000009, ""x"": -83.22529999999995}"
