OBJECTID,LOCNUM,SALESVOL,SHAPE
1768,599806155,1284,"{""y"": 42.30560000000006, ""x"": -71.39769999999997}"
1769,404479406,32103,"{""y"": 41.638300000000115, ""x"": -71.00269999999996}"
1770,406693652,32103,"{""y"": 41.747800000000005, ""x"": -71.20699999999997}"
1771,404465435,42804,"{""y"": 41.87830000000006, ""x"": -71.06849999999997}"
1772,404462829,3638,"{""y"": 41.77900000000003, ""x"": -70.74329999999993}"
1773,404479407,42804,"{""y"": 42.027400000000036, ""x"": -71.1428}"
1774,404480214,53505,"{""y"": 42.15230000000003, ""x"": -71.07249999999993}"
1775,404476344,32103,"{""y"": 42.111300000000014, ""x"": -70.92959999999995}"
1776,716799408,32103,"{""y"": 42.13510000000009, ""x"": -70.84099999999991}"
1777,707904115,32103,"{""y"": 42.20340000000009, ""x"": -71.15369999999994}"
1778,403565121,32103,"{""y"": 42.22140000000008, ""x"": -71.02589999999996}"
1779,404476340,85608,"{""y"": 42.36410000000006, ""x"": -71.15759999999993}"
1780,439199889,32103,"{""y"": 42.344400000000114, ""x"": -71.09969999999996}"
1781,404478002,32103,"{""y"": 42.32540000000007, ""x"": -71.06379999999999}"
1782,404467681,42804,"{""y"": 42.37760000000006, ""x"": -71.08999999999995}"
1783,580926004,44944,"{""y"": 42.40160000000008, ""x"": -71.07049999999995}"
1784,404478004,2140,"{""y"": 42.40070000000002, ""x"": -71.00139999999996}"
1785,233726918,32103,"{""y"": 41.97980000000013, ""x"": -70.70319999999998}"
1786,404460140,1070,"{""y"": 42.52810000000007, ""x"": -71.71219999999991}"
1787,716737994,32103,"{""y"": 42.62450000000012, ""x"": -71.31809999999997}"
1788,404476441,45133,"{""y"": 42.80030000000008, ""x"": -71.53639999999992}"
1789,404271499,56417,"{""y"": 42.70300000000007, ""x"": -71.44069999999991}"
1790,404476444,41748,"{""y"": 42.942600000000084, ""x"": -71.47189999999995}"
1791,425836948,33850,"{""y"": 43.0458000000001, ""x"": -71.46089999999995}"
1792,404478085,45133,"{""y"": 43.220600000000104, ""x"": -71.48459999999992}"
1793,404472244,60995,"{""y"": 42.51560000000017, ""x"": -71.1362999999999}"
1794,434099121,32103,"{""y"": 42.48030000000009, ""x"": -71.02409999999995}"
1795,706932486,32103,"{""y"": 42.590600000000066, ""x"": -71.15959999999995}"
1796,232311613,32103,"{""y"": 42.50370000000005, ""x"": -70.91999999999993}"
1797,572661924,21402,"{""y"": 42.553900000000034, ""x"": -70.93589999999995}"
1798,404476440,45359,"{""y"": 42.76440000000014, ""x"": -71.21489999999994}"
1799,653372177,64206,"{""y"": 42.74080000000003, ""x"": -71.16079999999991}"
1800,647061712,32103,"{""y"": 42.78640000000011, ""x"": -71.11899999999999}"
1801,716991245,33850,"{""y"": 43.04930000000009, ""x"": -70.81869999999998}"
1802,404478087,67700,"{""y"": 43.234700000000096, ""x"": -70.88269999999991}"
1803,719443137,33924,"{""y"": 44.70240000000007, ""x"": -73.49119999999994}"
1804,402052516,32229,"{""y"": 43.473100000000116, ""x"": -70.5133999999999}"
1805,404465444,55864,"{""y"": 43.63580000000009, ""x"": -70.34589999999994}"
1806,404459522,32229,"{""y"": 43.93390000000004, ""x"": -69.98529999999995}"
1807,404472262,32229,"{""y"": 44.30930000000007, ""x"": -69.80609999999996}"
1808,404476359,32229,"{""y"": 44.84110000000006, ""x"": -68.74109999999993}"
